City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
346,ligayan,119.4706,4.6533,301.43,78,80,3.42,PH,2023-04-24
347,yamada,141.95,39.4667,280.9,40,4,1.95,JP,2023-04-24
348,katsuura,140.3,35.1333,287.8,54,58,5.09,JP,2023-04-24
349,srednekolymsk,153.6833,67.45,272.43,81,11,4.11,RU,2023-04-24
350,caravelas,-39.2481,-17.7125,297.69,73,59,4.72,BR,2023-04-24
351,alugan,125.4808,12.2188,297.23,96,59,0.79,PH,2023-04-24
352,benguela,13.4055,-12.5763,300.91,76,100,2.77,AO,2023-04-24
353,poum,164.0167,-20.2333,298.61,74,82,5.05,NC,2023-04-24
354,san cristobal,-72.225,7.7669,295.25,93,98,0.23,VE,2023-04-24
355,praia da vitoria,-27.0667,38.7333,292.29,72,40,5.27,PT,2023-04-24
356,takoradi,-1.7554,4.8845,299.56,87,97,1.05,GH,2023-04-24
357,fare,-151.0167,-16.7,300.15,80,21,4.55,PF,2023-04-24
358,hauterive,3.4459,46.0901,285.57,81,98,1.1,FR,2023-04-24
359,topolobampo,-109.05,25.6,302.1,32,0,7.72,MX,2023-04-24
360,kavaratti,72.642,10.5669,301.21,70,55,2.5,IN,2023-04-24
361,te anau,167.7167,-45.4167,283.94,88,100,3.41,NZ,2023-04-24
362,botshabelo,26.7052,-29.2702,292.8,27,100,2.16,ZA,2023-04-24
363,batagay,134.6333,67.6333,265.77,91,82,0.58,RU,2023-04-24
364,visnes,5.2242,59.3556,278.27,75,100,12.35,NO,2023-04-24
365,najran,44.1277,17.4924,295.51,49,47,0.47,SA,2023-04-24
366,warrnambool,142.4833,-38.3833,289.45,77,23,3.69,AU,2023-04-24
367,hellvik,5.781,59.9156,279.69,88,100,2.24,NO,2023-04-24
368,dharchula,80.5333,29.85,286.66,50,100,2.3,IN,2023-04-24
369,katangli,143.2326,51.7102,275.11,74,99,4.68,RU,2023-04-24
370,bubaque,-15.8333,11.2833,298.93,70,23,6.89,GW,2023-04-24
371,darnah,22.6367,32.767,289.94,82,0,2.47,LY,2023-04-24
372,guangyuan,105.823,32.442,281.56,87,95,1.58,CN,2023-04-24
373,amahai,128.9167,-3.3333,298.49,87,28,1.61,ID,2023-04-24
374,homer,-151.5483,59.6425,277.06,47,0,2.57,US,2023-04-24
375,north bend,-124.2243,43.4065,288.1,72,40,4.63,US,2023-04-24
376,narasannapeta,84.05,18.4167,298.87,66,50,1.21,IN,2023-04-24
377,skjervoy,20.9714,70.0311,268.15,54,27,1.49,NO,2023-04-24
378,aden,45.0367,12.7794,300.92,64,28,4.61,YE,2023-04-24
379,hayden,-116.7866,47.766,285.02,67,75,4.12,US,2023-04-24
380,ambilobe,49.05,-13.2,297.11,94,94,1.54,MG,2023-04-24
381,armidale,151.65,-30.5167,284.72,76,33,4.89,AU,2023-04-24
382,bintulu,113.0333,3.1667,297.38,94,20,2.57,MY,2023-04-24
383,savinka,47.0994,50.0785,285.83,90,100,8.21,RU,2023-04-24
384,saint anthony,-93.218,45.0205,282.6,46,75,3.09,US,2023-04-24
385,mwanza,32.9,-2.5167,295.18,88,75,1.54,TZ,2023-04-24
386,beira,34.8389,-19.8436,296.2,100,0,0.51,MZ,2023-04-24
387,wanaka,169.15,-44.7,284.88,63,38,0.89,NZ,2023-04-24
388,severo-kurilsk,156.125,50.6789,274.09,82,38,8.89,RU,2023-04-24
389,henties bay,14.2845,-22.116,291.6,73,2,2.45,NA,2023-04-24
390,northam,-4.2167,51.0333,280.16,87,95,2.55,GB,2023-04-24
391,mangan,88.5333,27.5167,289.99,85,62,1.87,IN,2023-04-24
392,boa vista,-60.6733,2.8197,301.14,74,75,1.54,BR,2023-04-24
393,arenapolis,-56.8461,-14.4503,296.59,90,51,0.98,BR,2023-04-24
394,weligama,80.4167,5.9667,299.08,88,99,1.26,LK,2023-04-24
395,nyuksenitsa,44.2397,60.4128,283.87,62,7,4.1,RU,2023-04-24
396,the pas,-101.2541,53.8251,279.16,42,0,5.66,CA,2023-04-24
397,shache,77.2406,38.4167,287.43,19,19,2.71,CN,2023-04-24
398,sabha,14.4283,27.0377,297.17,30,69,6.39,LY,2023-04-24
399,shahrud,54.9763,36.4182,292.41,26,23,2.31,IR,2023-04-24
400,osypenko,36.8253,46.9136,284.49,92,100,2.49,UA,2023-04-24
401,west plains,-91.8524,36.7281,290.74,42,0,2.24,US,2023-04-24
402,asau,26.4,46.4333,281.66,85,100,1.39,RO,2023-04-24
403,suntar,117.6319,62.1444,264.9,92,90,1.61,RU,2023-04-24
404,izhmorskiy,86.6414,56.194,271.49,85,100,8.79,RU,2023-04-24
405,nyurba,118.3319,63.2842,265.77,94,100,2.29,RU,2023-04-24
406,aban,96.06,56.67,276.02,79,100,3.05,RU,2023-04-24
407,dauphin,-100.0502,51.1494,279.23,52,20,3.09,CA,2023-04-24
408,sola,167.55,-13.8833,299.52,94,75,2.06,VU,2023-04-24
409,piterka,47.4454,50.6803,285.82,92,100,5.74,RU,2023-04-24
410,jinchang,102.1739,38.4953,280.23,39,0,3.48,CN,2023-04-24
411,quesnel,-122.5029,52.9999,284.43,58,100,2.57,CA,2023-04-24
412,mandalgovi,106.2708,45.7625,269.54,36,6,0.65,MN,2023-04-24
413,okitipupa,4.7839,6.5047,299.15,85,100,1.3,NG,2023-04-24
414,litovko,135.1742,49.2361,277.33,40,61,3.41,RU,2023-04-24
415,padang,100.3543,-0.9492,299.18,92,100,2.39,ID,2023-04-24
416,keetmanshoop,18.1333,-26.5833,290.66,72,0,3.09,NA,2023-04-24
417,port-gentil,8.7815,-0.7193,301.13,83,75,1.54,GA,2023-04-24
418,vagur,-6.8119,61.4732,275.3,60,100,7.87,FO,2023-04-24
419,corn island,-83.0418,12.1694,300.3,68,1,4.43,NI,2023-04-24
420,coahuayana,-103.6833,18.7333,302.5,55,62,3.4,MX,2023-04-24
421,port blair,92.75,11.6667,300.88,77,53,0.8,IN,2023-04-24
422,natal,-35.2094,-5.795,300.51,78,20,4.63,BR,2023-04-24
423,wawa,4.4192,9.9022,302.36,58,98,2.35,NG,2023-04-24
424,dinguiraye,-10.7167,11.3,303.8,21,34,1.17,GN,2023-04-24
425,terrak,12.3715,65.087,273.08,84,100,1.74,NO,2023-04-24
426,qaqortoq,-46.0333,60.7167,275.17,84,23,3.46,GL,2023-04-24
427,turayf,38.6637,31.6725,290.29,29,0,6.17,SA,2023-04-24
428,kot addu,70.9671,30.4692,299.41,18,76,3.69,PK,2023-04-24
429,shelburne,-80.2041,44.0787,278.02,71,98,5.22,CA,2023-04-24
430,kimbe,150.1429,-5.5502,300.04,82,100,0.47,PG,2023-04-24
431,cervo,-7.4101,43.6702,289.24,78,100,4.15,ES,2023-04-24
432,elk city,-99.4043,35.412,287.53,54,100,5.14,US,2023-04-24
433,martin,-80.4164,27.0837,299.24,88,96,5.57,US,2023-04-24
434,duartina,-49.4039,-22.4144,298.79,69,3,2.55,BR,2023-04-24
435,bocas del toro,-82.25,9.3333,300.45,71,1,2.71,PA,2023-04-24
436,cayenne,-52.3333,4.9333,297.17,100,75,1.03,GF,2023-04-24
437,samarai,150.6667,-10.6167,300.58,84,100,3.05,PG,2023-04-24
438,zhigansk,123.3711,66.7697,267.03,90,100,5.83,RU,2023-04-24
439,umm kaddadah,26.6876,13.6017,301.84,23,47,2.62,SD,2023-04-24
440,aripuana,-60.6333,-9.1667,297.48,91,95,0.25,BR,2023-04-24
441,taltal,-70.4833,-25.4,292.82,73,24,3.05,CL,2023-04-24
442,cockburn town,-71.1419,21.4612,298.69,72,13,4.57,TC,2023-04-24
443,penzance,-5.5371,50.1186,281.35,79,85,7.7,GB,2023-04-24
444,dulce grande,-102.1667,23.0,301.6,4,14,9.52,MX,2023-04-24
445,itaituba,-55.9836,-4.2761,305.24,66,40,1.54,BR,2023-04-24
446,high level,-117.136,58.5169,278.21,75,100,4.63,CA,2023-04-24
447,maridi,29.4742,4.9158,294.63,74,23,2.37,SS,2023-04-24
448,maku,44.4521,39.2911,283.93,80,100,1.77,IR,2023-04-24
449,vanimo,141.3028,-2.6741,299.49,88,93,1.67,PG,2023-04-24
450,klaksvik,-6.589,62.2266,274.66,62,100,8.98,FO,2023-04-24
451,dzerzhinsk,43.4631,56.2389,283.05,57,0,3.0,RU,2023-04-24
452,altamont,-121.7372,42.2068,288.02,38,57,4.92,US,2023-04-24
453,beloha,45.05,-25.1667,292.04,88,0,2.05,MG,2023-04-24
454,sorong,131.25,-0.8833,300.54,78,16,1.01,ID,2023-04-24
455,sfantu gheorghe,25.7833,45.8667,282.49,83,98,1.27,RO,2023-04-24
456,santo antonio do ica,-67.9397,-3.1022,295.06,99,100,1.11,BR,2023-04-24
457,ahuimanu,-157.8378,21.4447,301.99,66,0,4.12,US,2023-04-24
458,san carlos de bariloche,-71.3082,-41.1456,291.01,25,0,9.77,AR,2023-04-24
459,yueyang,113.0919,29.3333,282.31,95,100,3.54,CN,2023-04-24
460,paamiut,-49.6678,61.994,273.05,94,90,2.07,GL,2023-04-24
461,porto santo,-16.3415,33.072,290.36,77,20,1.54,PT,2023-04-24
462,guerrero negro,-114.0611,27.9769,292.77,57,9,6.04,MX,2023-04-24
463,carballo,-8.691,43.213,288.98,87,100,2.52,ES,2023-04-24
464,lodwar,35.5973,3.1191,303.07,51,84,5.17,KE,2023-04-24
465,martapura,114.85,-3.4167,297.2,100,100,2.06,ID,2023-04-24
466,aksu,80.2644,41.1231,287.71,18,16,2.21,CN,2023-04-24
467,bucerias,-105.3333,20.75,300.14,65,75,5.14,MX,2023-04-24
468,half moon bay,-122.4286,37.4636,298.64,65,0,10.29,US,2023-04-24
469,tungor,142.9564,53.3808,273.02,75,91,5.43,RU,2023-04-24
470,rulenge,30.6325,-2.7175,288.08,97,57,0.46,TZ,2023-04-24
471,balkhash,74.9804,46.844,283.35,61,0,5.24,KZ,2023-04-24
472,mnogovershinnyy,139.9242,53.9353,271.18,74,72,2.46,RU,2023-04-24
473,loreto,-101.9667,22.2667,300.99,6,40,9.21,MX,2023-04-24
474,abha,42.5053,18.2164,287.05,72,0,2.06,SA,2023-04-24
475,poopo,-66.9667,-18.3667,284.53,15,0,4.21,BO,2023-04-24
476,kalabo,22.6814,-14.97,297.64,54,91,2.64,ZM,2023-04-24
477,vila velha,-40.2925,-20.3297,298.12,84,0,3.6,BR,2023-04-24
478,westport,-73.3579,41.1415,288.68,44,40,4.63,US,2023-04-24
479,havre-saint-pierre,-63.5986,50.2334,278.35,70,0,4.63,CA,2023-04-24
480,kemijarvi,27.4306,66.7131,262.44,96,61,0.29,FI,2023-04-24
481,lorengau,147.2712,-2.0226,301.29,81,88,3.54,PG,2023-04-24
482,puerto colombia,-74.9547,10.9878,304.2,74,12,5.21,CO,2023-04-24
483,adrar,-10.0711,20.5022,302.25,13,0,3.75,MR,2023-04-24
484,livingston,-3.5226,55.9029,276.63,74,0,1.03,GB,2023-04-24
485,kristiinankaupunki,21.376,62.2743,274.32,95,100,3.78,FI,2023-04-24
486,moron,-58.6198,-34.6534,293.68,86,99,2.55,AR,2023-04-24
487,muzhi,64.6667,65.3667,266.99,82,56,3.54,RU,2023-04-24
488,yakuplu,28.6758,40.9889,285.79,67,0,2.06,TR,2023-04-24
489,tornio,24.1466,65.8481,269.16,94,76,2.4,FI,2023-04-24
490,balabac,117.0645,7.9868,301.59,77,94,4.82,PH,2023-04-24
491,mayskiy,40.1025,47.6931,283.82,94,100,4.88,RU,2023-04-24
492,port keats,129.55,-14.25,297.24,70,8,4.12,AU,2023-04-24
493,stephenville,-98.2023,32.2207,293.22,57,40,4.63,US,2023-04-24
494,tabou,-7.3528,4.423,300.4,86,100,2.74,CI,2023-04-24
495,vysokogornyy,139.15,50.1167,272.24,67,41,4.14,RU,2023-04-24
496,faya,42.4509,18.3851,287.21,52,80,2.36,SA,2023-04-24
497,bereda,-7.5406,43.2686,287.12,97,100,1.68,ES,2023-04-24
498,ginir,40.7,7.1333,288.75,84,71,1.27,ET,2023-04-24
499,sergeyevka,67.4158,53.88,282.22,56,54,3.12,KZ,2023-04-24
500,kiruna,20.2251,67.8557,264.66,73,7,0.51,SE,2023-04-24
501,merauke,140.3333,-8.4667,299.19,89,99,2.73,ID,2023-04-24
502,monrovia,-10.7969,6.3005,300.96,83,62,2.19,LR,2023-04-24
503,gaoual,-13.2,11.75,303.32,54,16,3.12,GN,2023-04-24
504,zakamensk,103.2863,50.3741,270.8,55,100,1.01,RU,2023-04-24
505,saint-augustin,-58.6502,51.226,278.08,72,72,4.16,CA,2023-04-24
506,jepara,105.7044,-5.1695,297.6,92,100,0.95,ID,2023-04-24
507,kamaishi,141.8833,39.2667,280.61,43,17,1.84,JP,2023-04-24
508,harlingen,-97.6961,26.1906,296.51,87,100,4.63,US,2023-04-24
509,kokopo,152.2633,-4.352,300.33,77,58,3.04,PG,2023-04-24
510,unecha,32.6739,52.8459,282.04,76,10,3.33,RU,2023-04-24
511,marsabit,37.9899,2.3284,295.54,59,50,2.07,KE,2023-04-24
512,los llanos de aridane,-17.9182,28.6585,291.01,90,40,4.63,ES,2023-04-24
513,iqaluit,-68.5145,63.7506,274.0,93,100,4.12,CA,2023-04-24
514,rocha,-54.3333,-34.4833,291.69,89,82,3.88,UY,2023-04-24
515,qasigiannguit,-51.1922,68.8193,274.29,96,65,2.17,GL,2023-04-24
516,waingapu,120.2641,-9.6567,298.19,85,28,3.02,ID,2023-04-24
517,bud,-86.1758,39.447,286.4,40,95,2.93,US,2023-04-24
518,llangefni,-4.3106,53.2556,280.78,79,75,6.69,GB,2023-04-24
519,dwarka,68.9678,22.2394,299.88,82,64,6.95,IN,2023-04-24
520,mocuba,36.9856,-16.8392,291.26,98,94,1.15,MZ,2023-04-24
521,meulaboh,96.1285,4.1363,298.24,89,100,1.83,ID,2023-04-24
522,nanortalik,-45.2371,60.1432,274.5,91,27,2.37,GL,2023-04-24
523,nabire,135.4833,-3.3667,298.24,88,29,1.15,ID,2023-04-24
524,kamina,24.9906,-8.7386,291.25,97,89,1.52,CD,2023-04-24
525,villazon,-65.5942,-22.0866,287.95,9,0,7.53,BO,2023-04-24
526,lidkoping,13.1577,58.5052,283.16,83,95,3.1,SE,2023-04-24
527,koungou,45.2042,-12.7336,300.99,74,40,7.2,YT,2023-04-24
528,kilindoni,39.6668,-7.9139,300.76,81,82,6.49,TZ,2023-04-24
529,champerico,-91.9167,14.3,308.45,65,93,6.51,GT,2023-04-24
530,karaton,106.1045,-6.3424,296.72,94,82,0.96,ID,2023-04-24
531,manta,-80.7333,-0.95,302.03,74,20,2.06,EC,2023-04-24
532,oksfjord,22.3479,70.2396,270.19,82,28,2.26,NO,2023-04-24
533,tigil,158.6667,57.8,273.28,85,100,1.52,RU,2023-04-24
534,sovetskiy,63.5842,61.3614,272.42,83,100,2.58,RU,2023-04-24
535,mizdah,12.9801,31.4451,292.44,21,84,2.38,LY,2023-04-24
536,san luis,-66.3356,-33.295,290.46,63,85,2.48,AR,2023-04-24
537,ambatondrazaka,48.4167,-17.8333,291.97,88,4,0.28,MG,2023-04-24
538,manokwari,134.0833,-0.8667,299.55,78,63,1.0,ID,2023-04-24
539,ust-nera,143.2,64.5667,264.82,90,90,3.3,RU,2023-04-24
540,kisangani,25.2,0.5167,292.87,98,74,0.98,CD,2023-04-24
541,lensk,114.9278,60.7253,268.49,94,78,0.57,RU,2023-04-24
542,rach gia,105.0833,10.0167,300.95,77,54,2.55,VN,2023-04-24
543,newport,-2.9984,51.5877,280.2,89,76,4.17,GB,2023-04-24
544,sortland,15.4162,68.6949,272.26,76,15,1.03,NO,2023-04-24
545,staunton,-79.0717,38.1496,289.2,34,40,2.06,US,2023-04-24
546,kudahuvadhoo,72.8944,2.6708,301.48,77,99,2.96,MV,2023-04-24
547,kokstad,29.4241,-30.5472,288.08,61,100,0.67,ZA,2023-04-24
548,suez,32.5263,29.9737,291.91,63,0,4.5,EG,2023-04-24
549,vestmannaeyjar,-20.2734,63.4427,278.08,63,100,6.97,IS,2023-04-24
550,yanji,129.5078,42.9075,279.51,33,100,0.89,CN,2023-04-24
551,baiyin,104.2081,36.5583,279.67,57,2,3.82,CN,2023-04-24
552,kavieng,150.7967,-2.5744,301.48,79,43,4.43,PG,2023-04-24
553,beian,9.5683,63.6559,274.82,93,75,2.06,NO,2023-04-24
554,volga,38.3879,57.9516,285.04,59,65,2.49,RU,2023-04-24
555,anda,125.3167,46.4,280.59,32,100,4.98,CN,2023-04-24
556,myitkyina,97.4,25.3833,292.83,77,2,1.62,MM,2023-04-24
557,aquin,-73.4,18.2833,299.37,71,57,0.87,HT,2023-04-24
558,yaroslavskiy,132.2072,44.1683,278.01,57,99,5.31,RU,2023-04-24
559,atar,-13.0499,20.5169,304.38,13,0,3.08,MR,2023-04-24
560,serro,-43.3794,-18.6047,291.64,86,92,0.96,BR,2023-04-24
561,hualmay,-77.6139,-11.0964,298.53,73,23,6.68,PE,2023-04-24
562,monroe,-77.6831,43.1501,281.68,69,75,6.17,US,2023-04-24
